20	1336	1337
40	1336	1337
60	1336	1337
80	1336	1337
100	1336	1337
120	1336	1337
140	1336	1337
160	1336	1337
180	1336	1337
200	1336	1337
220	1336	1337
240	1336	1337
260	1336	1337
280	1336	1337
300	1336	1337
320	1336	1337
340	1336	1337
360	1336	1337
380	1336	1337
400	1336	1337
420	1336	1337
440	1336	1337
460	1336	1337
480	1336	1337
500	1336	1337
520	1336	1337
540	1336	1337
560	1336	1337
580	1336	1337
600	1336	1337
620	1336	1337
640	1336	1337
660	1336	1337
680	1336	1337
700	1336	1337
720	1336	1337
740	1336	1337
760	1336	1337
780	1336	1337
800	1336	1337
820	1336	1337
840	1336	1337
860	1336	1337
880	1336	1337
900	1336	1337
920	1336	1337
940	1336	1337
960	1336	1337
980	1336	1337
1000	1336	1337
1020	1336	1337
1040	1336	1337
1060	1336	1337
1080	1336	1337
1100	1336	1337
1120	1336	1337
1140	1336	1337
1160	1336	1337
1180	1336	1337
1200	1336	1337
1220	1336	1337
1240	1336	1337
1260	1336	1337
1280	1336	1337
1300	1336	1337
1320	1336	1337
1340	1336	1337
1360	1336	1337
1380	1336	1337
1400	1336	1337
1420	1336	1337
1440	1336	1337
1460	1336	1337
1480	1336	1337
1500	1336	1337
1520	1336	1337
1540	1336	1337
1560	1336	1337
1580	1336	1337
1600	1336	1337
1620	1336	1337
1640	1336	1337
1660	1336	1337
1680	1336	1337
1700	1336	1337
1720	1336	1337
1740	1336	1337
1760	1336	1337
1780	1336	1337
1800	1336	1337
1920	1336	1337
1940	1336	1337
1960	1336	1337
1980	1336	1337
2000	1336	1337
2020	1336	1337
2040	1336	1337
2060	1336	1337
2080	1336	1337
2100	1336	1337
2120	1337	1336
2140	1080	1125
2140	1336	1337
2160	1336	1337
2180	1336	1337
2200	1337	1336
2220	1336	1337
2240	1336	1337
2260	1337	1336
2280	1336	1337
2300	1336	1337
2320	1336	1337
2340	1336	1337
2360	1336	1337
2380	1336	1337
2400	1336	1337
2420	1336	1337
2440	1336	1337
2460	1336	1337
2480	1336	1337
2500	1336	1337
2520	1336	1337
2540	1336	1337
2560	1336	1337
2580	1336	1337
2600	1336	1337
2620	1337	1336
2640	1336	1337
2660	1336	1337
2680	1336	1337
2700	1336	1337
2720	1336	1337
2740	1336	1337
2760	1336	1337
2780	1336	1337
2800	1336	1337
2820	1336	1337
2840	1336	1337
2860	1336	1337
2880	1336	1337
2900	1337	1336
2920	1336	1337
2940	1336	1337
2960	1336	1337
2980	1336	1337
3000	1336	1337
3020	1336	1337
3040	1336	1337
3060	1336	1337
3080	1336	1337
3100	1336	1337
3120	1336	1337
3140	1336	1337
3160	1336	1337
3180	1336	1337
3200	1336	1337
3220	1336	1337
3240	1336	1337
3260	1336	1337
3280	1336	1337
3300	1336	1337
3320	1336	1337
3340	1336	1337
3360	1336	1337
3380	1336	1337
3400	1336	1337
3420	1336	1337
3440	1336	1337
3460	1336	1337
3480	1336	1337
3500	1336	1337
3520	1336	1337
3540	1337	1336
3560	1336	1337
3580	1336	1337
3600	1336	1337
3620	1336	1337
3640	1336	1337
3660	1336	1337
3680	1336	1337
3700	1336	1337
3700	1080	1125
3720	1336	1337
3720	1080	1125
3740	1080	1125
3740	1337	1336
3760	1336	1337
3780	1336	1337
3800	1336	1337
3820	1336	1337
3820	1125	1080
3840	1336	1337
3860	1080	1125
3860	1336	1337
3880	1336	1337
3880	1125	1080
3900	1080	1125
3900	1337	1336
3920	1336	1337
3940	1336	1337
3960	1337	1336
3980	1337	1336
4000	1336	1337
4020	1336	1337
4020	1336	1125
4020	1125	1337
4040	1336	1337
4060	1336	1080
4060	1336	1337
4080	1336	1080
4080	1336	1337
4100	1336	1337
4120	1336	1337
4140	1336	1337
4140	1337	1080
4160	1080	1336
4160	1336	1337
4180	1080	1336
4180	1080	1337
4180	1337	1336
4200	1336	1080
4200	1336	1337
4200	1080	1337
4220	1336	1080
4220	1336	1337
4240	1337	1336
4260	1080	1336
4260	1080	1337
4260	1337	1336
4280	1336	1080
4300	1080	1336
4320	1337	1125
4340	1337	1125
4380	1336	1080
4380	1337	1080
4400	1080	1336
4400	1080	1053
4420	1080	1336
4420	1080	1125
4440	1080	1336
4440	1080	1125
4440	1080	1053
4460	1336	1080
4500	1080	1336
4520	1125	1073
4520	1073	1080
4540	1125	1336
4540	1125	1080
4540	1073	1080
4540	1080	1336
4540	1337	1336
4560	1125	1336
4560	1125	1097
4580	1125	1097
4580	1073	1080
4600	1125	1080
4600	1125	1097
4600	1080	1336
4620	1125	1097
4620	1125	1073
4620	1073	1080
4620	1097	1080
4640	1125	1073
4640	1125	1097
4640	1097	1073
4640	1073	1336
4640	1073	1080
4660	1125	1097
4680	1125	1097
4680	1336	1080
4680	1336	1189
4700	1189	1336
4700	1073	1337
4700	1336	1125
4720	1189	1336
4720	1189	1080
4720	1189	1125
4720	1073	1337
4740	1189	1336
4740	1189	1080
4740	1189	1125
4740	1336	1080
4760	1189	1337
4760	1189	1125
4760	1337	1125
4780	1125	1337
4800	1125	1080
4800	1125	1337
4820	1080	1125
4840	1125	1337
4840	1143	1337
4860	1125	1075
4860	1125	1093
4860	1075	1336
4880	1336	1080
4880	1336	1075
4880	1075	1080
4880	1125	1093
4900	1075	1080
4900	1075	1337
4900	1075	1125
4900	1080	1337
4900	1336	1337
4900	1093	1125
4920	1075	1080
4920	1080	1125
4920	1125	1093
4940	1075	1125
4940	1093	1125
4960	1080	1125
4960	1093	1125
4980	1125	1080
4980	1125	1138
4980	1125	1093
4980	1080	1093
5000	1199	1125
5000	1138	1125
5000	1138	1143
5000	1080	1125
5000	1080	1143
5000	1093	1125
5020	1143	1080
5020	1080	1125
5020	1146	1125
5020	1093	1125
5040	1146	1125
5040	1093	1125
5060	1146	1125
5060	1093	1125
5080	1146	1093
